,id,show_id,title,director,country,release_year,duration,listed_in,score,director1,cast1,cast2,cast3,country1,duration1,listed_in1,listed_in2,score1
2725,2725,s4336,My Little Pony Friendship Is Magic: Best Gift Ever,"Denny Lu, Mike Myhre",United States,2018,44 min,Children & Family Movies,5,941,438,503,941,440,44,Children & Family Movies,4,5
2726,2726,s4346,My Own Man,David Sampliner,United States,2015,82 min,Documentaries,4,1,65,876,1,440,82,Documentaries,10,4
2727,2727,s4348,My Perfect Romance,Justin G. Dyck,Canada,2018,92 min,"Comedies, International Movies, Romantic Movies",5,613,926,893,613,39,92,Comedies,7,5
2728,2728,s4352,"My Schoolmate, the Barbarian","Siu-hung Chung, Wong Jing",Hong Kong,2001,90 min,"Action & Adventure, Comedies, International Movies",3,921,640,584,921,163,90,Action & Adventure,0,5
2729,2729,s4353,My Scientology Movie,John Dower,United Kingdom,2015,99 min,Documentaries,3,740,777,87,740,369,99,Documentaries,10,5
2730,2730,s4356,My Sister's Keeper,Nick Cassavetes,United States,2009,109 min,Dramas,4,222,456,114,222,440,109,Dramas,12,4
2731,2731,s4357,My Sleeping Lover,Ahmad El-Badri,Egypt,2008,93 min,"Comedies, International Movies",4,767,576,528,767,100,93,Comedies,7,4
2732,2732,s4358,My Step Dad: The Hippie,Meltem Bozoflu,"Turkey, South Korea",2018,100 min,"Comedies, International Movies",5,731,566,226,731,360,100,Comedies,7,5
2733,2733,s4359,My Stupid Boss,Upi Avianto,Indonesia,2016,107 min,"Comedies, International Movies",1,513,648,316,513,192,107,Comedies,7,3
2734,2734,s4360,My Stupid Boss 2,Upi Avianto,Indonesia,2019,95 min,"Comedies, International Movies",2,937,485,965,937,192,95,Comedies,7,4
2735,2735,s4361,My Suicide,David Lee Miller,United States,2009,111 min,"Comedies, Dramas, Independent Movies",3,664,161,85,664,440,111,Comedies,7,5
2736,2736,s4363,"My Teacher, My Obsession",Dami¨¢n Romay,United States,2018,86 min,Thrillers,4,805,968,587,805,440,86,Thrillers,31,4
2737,2737,s4364,My Travel Buddy,Bedran G¨¹zel,Turkey,2017,111 min,"Comedies, International Movies",2,76,22,207,76,357,111,Comedies,7,4
2738,2738,s4365,My True Friend,Atsajun Sattakovit,Thailand,2012,108 min,"Action & Adventure, Dramas, International Movies",2,655,302,142,655,353,108,Action & Adventure,0,4
2739,2739,s4366,My Way,Antongiulio Panizzi,Italy,2016,101 min,"Documentaries, International Movies",3,102,724,787,102,217,101,Documentaries,10,5
2740,2740,s4367,My Week with Marilyn,Simon Curtis,"United Kingdom, United States",2011,99 min,"Dramas, Romantic Movies",5,211,790,202,211,430,99,Dramas,12,5
2741,2741,s4368,My Wife and I,Bunmi Ajakaiye,South Africa,2017,100 min,"Comedies, International Movies, Romantic Movies",4,897,360,825,897,303,100,Comedies,7,4
2742,2742,s4373,Mystic Pizza,Donald Petrie,United States,1988,104 min,"Comedies, Dramas, Independent Movies",4,728,915,677,728,440,104,Comedies,7,4
2743,2743,s4375,Mystic River,Clint Eastwood,"United States, Australia",2003,138 min,"Dramas, Thrillers",2,317,16,577,317,442,138,Dramas,12,4
2744,2744,s4377,Mythily Veendum Varunnu,Sabu Varghese,India,2017,88 min,"Horror Movies, International Movies",3,778,178,254,778,173,88,Horror Movies,13,5
2745,2745,s4379,Myths & Monsters,Daniel Kontur,United Kingdom,2017,1 Season,"British TV Shows, Docuseries",3,88,120,19,88,369,1,British TV Shows,3,5
2746,2746,s4380,Naa Bangaaru Talli,Rajesh Touchriver,India,2013,122 min,"Dramas, International Movies",4,753,622,30,753,173,122,Dramas,12,4
2747,2747,s4381,Naam Shabana,Shivam Nair,India,2017,141 min,"Action & Adventure, International Movies",5,302,808,13,302,173,141,Action & Adventure,0,5
2748,2748,s4382,Naan Sigappu Manithan,Thiru,India,2014,147 min,"Action & Adventure, Dramas, International Movies",1,843,486,965,843,173,147,Action & Adventure,0,3
2749,2749,s4383,Nacho Libre,Jared Hess,"United States, Mexico",2006,92 min,"Comedies, Sports Movies",0,818,339,855,818,502,92,Comedies,7,2
2750,2750,s4393,Nails,Dennis Bartok,Ireland,2017,85 min,Horror Movies,5,783,714,842,783,199,85,Horror Movies,13,5
2751,2751,s4394,Naked,Michael Tiddes,United States,2017,97 min,"Comedies, Romantic Movies",1,673,700,38,673,440,97,Comedies,7,3
2752,2752,s4396,Namak Halaal,Prakash Mehra,India,1982,171 min,"Action & Adventure, Comedies, International Movies",4,35,806,328,35,173,171,Action & Adventure,0,4
2753,2753,s4397,Namastey London,Vipul Amrutlal Shah,India,2007,130 min,"Comedies, Dramas, International Movies",5,56,498,309,56,173,130,Comedies,7,5
2754,2754,s4398,Namour,Heidi Saman,United States,2016,80 min,"Dramas, Independent Movies",3,615,63,428,615,440,80,Dramas,12,5
2755,2755,s4399,Nang Nak,Nonzee Nimibutr,Thailand,1999,101 min,"Horror Movies, International Movies, Romantic Movies",0,82,440,160,82,353,101,Horror Movies,13,2
2756,2756,s4400,Naomi and Ely's No Kiss List,Kristin Hanggi,United States,2015,91 min,"Comedies, Dramas, LGBTQ Movies",2,6,695,996,6,440,91,Comedies,7,4
2757,2757,s4401,Nappily Ever After,Haifaa Al-Mansour,United States,2018,99 min,"Comedies, Dramas, Romantic Movies",4,33,248,111,33,440,99,Comedies,7,4
2758,2758,s4405,Naruto,Hayato Date,Japan,2006,9 Seasons,"Anime Series, International TV Shows",4,178,773,335,178,227,9,Anime Series,2,4
2759,2759,s4406,Naruto Shipp?den the Movie: Bonds,Hajime Kamegaki,Japan,2008,93 min,"Action & Adventure, Anime Features, International Movies",1,344,512,197,344,227,93,Action & Adventure,0,3
2760,2760,s4407,Naruto Shipp?den the Movie: The Will of Fire,Masahiko Murata,Japan,2009,96 min,"Action & Adventure, Anime Features, International Movies",1,455,831,337,455,227,96,Action & Adventure,0,3
2761,2761,s4408,Naruto Shippuden : Blood Prison,Masahiko Murata,Japan,2011,102 min,"Action & Adventure, Anime Features, International Movies",1,445,831,389,445,227,102,Action & Adventure,0,3
2762,2762,s4409,Naruto Shippuden: The Movie,Hajime Kamegaki,Japan,2007,95 min,"Action & Adventure, Anime Features, International Movies",1,166,901,433,166,227,95,Action & Adventure,0,3
2763,2763,s4410,Naruto Shippuden: The Movie: The Lost Tower,Masahiko Murata,Japan,2010,85 min,"Action & Adventure, Anime Features, International Movies",1,278,651,199,278,227,85,Action & Adventure,0,3
2764,2764,s4411,Naruto the Movie 2: Legend of the Stone of Gelel,Hirotsugu Kawasaki,Japan,2005,97 min,"Action & Adventure, Anime Features, International Movies",0,588,741,167,588,227,97,Action & Adventure,0,2
2765,2765,s4412,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Toshiyuki Tsuru,Japan,2006,95 min,"Action & Adventure, Anime Features, International Movies",3,780,849,68,780,227,95,Action & Adventure,0,5
2766,2766,s4413,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,Japan,2004,83 min,"Action & Adventure, Anime Features, International Movies",5,901,46,57,901,227,83,Action & Adventure,0,5
2767,2767,s4414,Nasha,Amit Saxena,India,2013,115 min,"Dramas, International Movies, Romantic Movies",0,549,73,61,549,173,115,Dramas,12,2
2768,2768,s4415,Nasha Natasha,Mart¨ªn Sastre,Uruguay,2020,72 min,"Documentaries, International Movies, Music & Musicals",0,532,954,185,532,535,72,Documentaries,10,2
2769,2769,s4416,Natalia Valdebenito: El especial,"Ra¨²l Campos, Jan Suter",Chile,2018,69 min,Stand-Up Comedy,2,700,702,54,700,63,69,Stand-Up Comedy,25,2
2770,2770,s4417,Natalia Valdebenito: Gritona,Natalia Valdebenito,United States,2017,76 min,Stand-Up Comedy,5,4,764,378,4,440,76,Stand-Up Comedy,25,5
2771,2771,s4418,Natalie Palamides: Nate - A One Man Show,Phil Burgers,United States,2020,60 min,Comedies,1,460,94,697,460,440,60,Comedies,7,3
2772,2772,s4420,Nate Bargatze: The Tennessee Kid,Ryan Polito,United States,2019,61 min,Stand-Up Comedy,3,583,902,911,583,440,61,Stand-Up Comedy,25,3
2773,2773,s4421,Nathicharami,Mansore,India,2018,114 min,"Dramas, Independent Movies, International Movies",0,961,853,948,961,173,114,Dramas,12,2
2774,2774,s4424,National Parks Adventure,Greg MacGillivray,United States,2016,42 min,Documentaries,1,414,263,726,414,440,42,Documentaries,10,3
2775,2775,s4425,National Treasure,Jon Turteltaub,United States,2004,131 min,"Action & Adventure, Children & Family Movies",0,991,50,327,991,440,131,Action & Adventure,0,2
2776,2776,s4426,Natsamrat - Asa Nat Hone Nahi,Mahesh Manjrekar,India,2016,165 min,"Dramas, International Movies",2,167,627,819,167,173,165,Dramas,12,4
2777,2777,s4427,Natural Born Pranksters,"Roman Atwood, Ben Pluimer",United States,2016,91 min,Comedies,4,106,302,573,106,440,91,Comedies,7,4
2778,2778,s4428,Natural Selection,Chad L. Scheifele,United States,2015,101 min,"Dramas, Independent Movies",4,910,992,80,910,440,101,Dramas,12,4
2779,2779,s4436,Naughty Jatts,Pankaj Batra,India,2013,121 min,"Comedies, International Movies, Music & Musicals",5,547,766,920,547,173,121,Comedies,7,5
2780,2780,s4440,Ne Zha,Yu Yang,China,2019,110 min,"Action & Adventure, Comedies, International Movies",4,341,754,297,341,70,110,Action & Adventure,0,4
2781,2781,s4441,Neal Brennan: 3 Mics,Neal Brennan,United States,2017,66 min,Stand-Up Comedy,1,357,894,447,357,440,66,Stand-Up Comedy,25,1
2782,2782,s4443,Needhi Singh,Jaivi Dhanda,India,2016,103 min,"Action & Adventure, Dramas, International Movies",4,457,64,60,457,173,103,Action & Adventure,0,4
2783,2783,s4444,Neevevaro,Hari Nath,India,2018,132 min,"Dramas, International Movies, Romantic Movies",3,498,916,250,498,173,132,Dramas,12,5
2784,2784,s4447,Neruda,Pablo Larra¨ªn,"Chile, Argentina, France, Spain, United States",2016,108 min,"Dramas, International Movies",4,23,441,957,23,65,108,Dramas,12,4
2785,2785,s4448,Neseli Hayat,Y?lmaz Erdo?an,Turkey,2009,108 min,"Comedies, International Movies",1,886,930,253,886,357,108,Comedies,7,3
2786,2786,s4451,Never Heard,Josh Webber,United States,2018,89 min,"Dramas, Faith & Spirituality",2,943,679,812,943,440,89,Dramas,12,4
2787,2787,s4453,New Money,Tope Oshin,Nigeria,2018,107 min,"Dramas, International Movies",5,533,503,165,533,257,107,Dramas,12,5
2788,2788,s4454,New York Minute,Dennie Gordon,United States,2004,91 min,"Children & Family Movies, Comedies",3,28,99,556,28,440,91,Children & Family Movies,4,5
2789,2789,s4455,Newness,Drake Doremus,United States,2017,117 min,"Dramas, Independent Movies, Romantic Movies",4,770,969,375,770,440,117,Dramas,12,4
2790,2790,s4457,Next,Lee Tamahori,United States,2007,96 min,"Action & Adventure, Sci-Fi & Fantasy",3,490,256,938,490,440,96,Action & Adventure,0,5
2791,2791,s4458,Next Enti?,Kunal Kohli,India,2018,117 min,"Comedies, Dramas, International Movies",4,972,878,86,972,173,117,Comedies,7,4
2792,2792,s4459,Next Gen,"Kevin R. Adams, Joe Ksander","China, Canada, United States",2018,106 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",1,727,645,994,727,71,106,Children & Family Movies,4,3
2793,2793,s4461,Nibunan,Arun Vaidyanathan,India,2017,124 min,"Action & Adventure, Dramas, International Movies",2,75,207,538,75,173,124,Action & Adventure,0,4
2794,2794,s4463,Nigerian Prince,Faraday Okoro,"United States, Nigeria",2018,104 min,"Dramas, Independent Movies",3,52,388,120,52,506,104,Dramas,12,5
2795,2795,s4464,Night Comes On,Jordana Spiro,United States,2018,87 min,"Dramas, Independent Movies",4,700,474,512,700,440,87,Dramas,12,4
2796,2796,s4465,Night Moves,Kelly Reichardt,United States,2013,113 min,"Dramas, Independent Movies, Thrillers",1,343,755,337,343,440,113,Dramas,12,3
2797,2797,s4466,Night of Knots,Hakan Alg¨¹l,Turkey,2018,93 min,"Comedies, International Movies, Romantic Movies",5,809,963,41,809,357,93,Comedies,7,5
2798,2798,s4470,Nightcrawler,Dan Gilroy,United States,2014,118 min,"Dramas, Independent Movies, Thrillers",4,403,893,621,403,440,118,Dramas,12,4
2799,2799,s4474,Nights in Rodanthe,George C. Wolfe,"United States, Australia",2008,97 min,"Dramas, Romantic Movies",2,154,880,296,154,442,97,Dramas,12,4
2800,2800,s4475,Nikki Glaser: Bangin¡¯,Nicholaus Goossen,United States,2019,64 min,Stand-Up Comedy,0,463,900,75,463,440,64,Stand-Up Comedy,25,0
2801,2801,s4476,Nila,Selvamani Selvaraj,India,2016,94 min,"Dramas, International Movies, Romantic Movies",2,240,702,112,240,173,94,Dramas,12,4
2802,2802,s4477,Nimbe,Tope Alake,Nigeria,2019,115 min,"Dramas, International Movies",3,841,184,776,841,257,115,Dramas,12,5
2803,2803,s4478,Ninja Assassin,James McTeigue,"Germany, United States, France",2009,99 min,Action & Adventure,2,253,863,132,253,157,99,Action & Adventure,0,4
2804,2804,s4481,NiNoKuni,Yoshiyuki Momose,Japan,2019,107 min,"Action & Adventure, Anime Features, Children & Family Movies",2,72,772,583,72,227,107,Action & Adventure,0,4
2805,2805,s4483,Niyazi G¨¹l D?rtnala,Hakan Alg¨¹l,Turkey,2015,102 min,"Comedies, International Movies",2,743,290,451,743,357,102,Comedies,7,4
2806,2806,s4484,Njan Prakashan,Sathyan Anthikad,India,2018,125 min,"Comedies, Dramas, International Movies",4,673,666,405,673,173,125,Comedies,7,4
2807,2807,s4485,No Direction Home: Bob Dylan,Martin Scorsese,"United Kingdom, United States, Japan",2005,208 min,"Documentaries, Music & Musicals",3,280,983,710,280,437,208,Documentaries,10,5
2808,2808,s4486,No Entry,Anees Bazmee,India,2005,161 min,"Comedies, International Movies",3,988,966,134,988,173,161,Comedies,7,5
2809,2809,s4487,No Estoy Loca,Nicol¨¢s L¨®pez,Chile,2018,116 min,"Comedies, Dramas, International Movies",3,555,946,656,555,63,116,Comedies,7,5
2810,2810,s4489,No Game No Life: Zero,Atsuko Ishizuka,Japan,2017,106 min,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",2,374,527,992,374,227,106,Action & Adventure,0,4
2811,2811,s4491,No Longer kids,Samir Al Asfory,Egypt,1979,237 min,"Comedies, Dramas, International Movies",4,657,231,674,657,100,237,Comedies,7,4
2812,2812,s4492,No One Killed Jessica,Raj Kumar Gupta,India,2011,131 min,"Dramas, International Movies",3,990,576,406,990,173,131,Dramas,12,5
2813,2813,s4493,No One Will Ever Know,Jes¨²s Torres Torres,Mexico,2017,102 min,"Dramas, International Movies",2,534,375,691,534,239,102,Dramas,12,4
2814,2814,s4494,No Other Woman,Ruel S. Bayani,Philippines,2011,103 min,"Dramas, International Movies, Romantic Movies",1,890,526,874,890,272,103,Dramas,12,3
2815,2815,s4495,No Reservations,Scott Hicks,United States,2007,104 min,"Comedies, Romantic Movies",2,514,167,489,514,440,104,Comedies,7,4
2816,2816,s4499,Noblemen,Vandana Kataria,India,2019,109 min,"Dramas, Independent Movies, International Movies",4,663,430,419,663,173,109,Dramas,12,4
2817,2817,s4500,Nobody Knows I'm Here,Gaspar Antillo,Chile,2020,92 min,"Dramas, Independent Movies, International Movies",3,799,472,40,799,63,92,Dramas,12,5
2818,2818,s4501,Nobody Sleeps in the Woods Tonight,Bartosz M. Kowalski,Poland,2020,103 min,"Horror Movies, International Movies",5,681,141,227,681,277,103,Horror Movies,13,5
2819,2819,s4504,Nocturnal Animals,Tom Ford,United States,2016,117 min,"Dramas, Thrillers",3,730,554,669,730,440,117,Dramas,12,5
2820,2820,s4507,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Liz Plonka,United States,2017,61 min,Stand-Up Comedy,0,355,897,700,355,440,61,Stand-Up Comedy,25,0
2821,2821,s4508,Norm of the North: Family Vacation,Anthony Bell,United States,2020,89 min,Children & Family Movies,3,772,447,674,772,440,89,Children & Family Movies,4,5
2822,2822,s4509,Norm of the North: Keys to the Kingdom,Tim Maltby,"India, United States",2019,92 min,Children & Family Movies,1,683,828,31,683,191,92,Children & Family Movies,4,3
2823,2823,s4510,Norm of the North: King Sized Adventure,"Richard Finn, Tim Maltby","United States, India, South Korea, China",2019,90 min,"Children & Family Movies, Comedies",3,449,744,799,449,492,90,Children & Family Movies,4,5
2824,2824,s4511,Norman Lear: Just Another Version of You,"Heidi Ewing, Rachel Grady",United States,2016,91 min,Documentaries,5,572,493,959,572,440,91,Documentaries,10,5
2825,2825,s4516,Notes for My Son,Carlos Sor¨ªn,Argentina,2020,84 min,"Dramas, International Movies",0,149,187,585,149,0,84,Dramas,12,2
2826,2826,s4517,Notes on Blindness,"Peter Middleton, James Spinney",United Kingdom,2016,87 min,"Documentaries, Dramas, International Movies",1,791,749,579,791,369,87,Documentaries,10,3
2827,2827,s4518,Nothing to Hide,Fred Cavay¨¦,"France, Belgium",2018,94 min,"Comedies, Dramas, International Movies",3,735,632,868,735,108,94,Comedies,7,5
2828,2828,s4519,Nothing to Lose,Alexandre Avancini,Brazil,2018,133 min,"Dramas, Faith & Spirituality, International Movies",3,563,641,159,563,29,133,Dramas,12,5
2829,2829,s4520,Nothing to Lose 2,Alexandre Avancini,Brazil,2019,97 min,"Dramas, Faith & Spirituality, International Movies",1,443,642,590,443,29,97,Dramas,12,3
2830,2830,s4522,NOVA: Black Hole Apocalypse,Rushmore DeNooyer,United States,2018,113 min,Documentaries,0,958,818,529,958,440,113,Documentaries,10,2
2831,2831,s4523,NOVA: Building Chernobyl's MegaTomb,Martin Gorst,United States,2017,53 min,Documentaries,4,163,870,649,163,440,53,Documentaries,10,4
2832,2832,s4524,NOVA: Chinese Chariot Revealed,Giulia Clark,United States,2017,54 min,Documentaries,4,843,899,111,843,440,54,Documentaries,10,4
2833,2833,s4525,NOVA: Day the Dinosaurs Died,Sarah Holt,United States,2017,53 min,Documentaries,2,667,567,216,667,440,53,Documentaries,10,4
2834,2834,s4526,NOVA: Death Dive to Saturn,Terri Randall,United States,2017,54 min,Documentaries,5,578,835,590,578,440,54,Documentaries,10,5
2835,2835,s4527,NOVA: Decoding the Weather Machine,Doug Hamilton,United States,2018,113 min,Documentaries,3,298,530,663,298,440,113,Documentaries,10,5
2836,2836,s4529,NOVA: Extreme Animal Weapons,Peter Fison,United States,2017,53 min,Documentaries,4,972,368,534,972,440,53,Documentaries,10,4
2837,2837,s4530,NOVA: First Face of America,Graham Townsley,United States,2018,53 min,Documentaries,4,336,710,218,336,440,53,Documentaries,10,4
2838,2838,s4533,NOVA: Killer Hurricanes,Oliver Twinch,United States,2017,52 min,Documentaries,5,616,561,452,616,440,52,Documentaries,10,5
2839,2839,s4534,NOVA: Killer Volcanoes,Oliver Twinch,United States,2017,54 min,Documentaries,2,822,259,77,822,440,54,Documentaries,10,4
2840,2840,s4535,NOVA: Poisoned Water,Llewellyn M. Smith,United States,2017,54 min,Documentaries,5,798,213,424,798,440,54,Documentaries,10,5
2841,2841,s4536,NOVA: Prediction by the Numbers,Daniel McCabe,United States,2018,53 min,Documentaries,5,726,747,575,726,440,53,Documentaries,10,5
2842,2842,s4537,NOVA: Secrets of the Shining Knight,Peter Yost,United States,2017,53 min,Documentaries,4,189,969,531,189,440,53,Documentaries,10,4
2843,2843,s4540,Nova: Ultimate Mars Challenge,Gail Willumsen,United States,2012,53 min,Movies,5,19,901,108,19,440,53,Movies,19,5
2844,2844,s4542,November Criminals,Sacha Gervasi,United States,2017,86 min,"Dramas, Thrillers",1,203,935,77,203,440,86,Dramas,12,3
2845,2845,s4543,Now and Then,Lesli Linka Glatter,United States,1995,102 min,Dramas,4,391,819,103,391,440,102,Dramas,12,4
2846,2846,s4544,Now More Than Ever: The History of Chicago,Peter Pardini,United States,2016,114 min,"Documentaries, Music & Musicals",2,832,880,296,832,440,114,Documentaries,10,4
